time_value	hz	ex	ey	
9.67062	-1.84914e+06	8445.98	-2.78067e+06	
9.69948	-1.97844e+06	7835.68	-2.65309e+06	
9.72835	-2.10234e+06	7181.52	-2.51335e+06	
9.75722	-2.22021e+06	6488.14	-2.36238e+06	
9.78609	-2.33137e+06	5714.73	-2.20114e+06	
9.81495	-2.43522e+06	4835.48	-2.03062e+06	
9.84382	-2.5312e+06	3882.93	-1.85187e+06	
9.87269	-2.61872e+06	2907.22	-1.66603e+06	
9.90156	-2.6973e+06	1906.78	-1.4742e+06	
9.93042	-2.76644e+06	837.033	-1.2775e+06	
9.95929	-2.82565e+06	-314.849	-1.07711e+06	
9.98816	-2.87443e+06	-1503.72	-874199	
10.017	-2.91236e+06	-2685.14	-669877	
10.0459	-2.93911e+06	-3868.83	-465249	
10.0748	-2.95442e+06	-5092.81	-261477	
10.1036	-2.95801e+06	-6358.57	-59677.9	
10.1325	-2.94963e+06	-7617.84	139142	
10.1614	-2.92915e+06	-8830.2	333966	
10.1902	-2.89653e+06	-10009.9	523750	
10.2191	-2.85165e+06	-11191.8	707539	
10.248	-2.79446e+06	-12366.9	884476	
10.2768	-2.72508e+06	-13484.9	1.05371e+06	
10.3057	-2.64369e+06	-14515.7	1.21443e+06	
10.3346	-2.55041e+06	-15476.5	1.36596e+06	
10.3634	-2.44548e+06	-16393.5	1.50768e+06	
10.3923	-2.3293e+06	-17255.8	1.63899e+06	
10.4212	-2.2022e+06	-18019.2	1.75938e+06	
10.45	-2.06455e+06	-18655	1.86844e+06	
10.4789	-1.9169e+06	-19181.5	1.96577e+06	
10.5078	-1.75984e+06	-19629.8	2.05105e+06	
10.5366	-1.59388e+06	-19987.5	2.1241e+06	
10.5655	-1.41965e+06	-20207.3	2.18481e+06	
10.5944	-1.23796e+06	-20270.3	2.23313e+06	
10.6232	-1.04954e+06	-20205.2	2.26905e+06	
10.6521	-855056	-20039.2	2.29266e+06	
10.681	-655358	-19756.5	2.3041e+06	
10.7098	-451404	-19320.3	2.30355e+06	
10.7387	-244061	-18720.5	2.29131e+06	
10.7676	-34162.6	-17986.9	2.2677e+06	
10.7965	177340	-17149.8	2.23313e+06	
10.8253	389455	-16198.1	2.18804e+06	
10.8542	601253	-15097.3	2.13295e+06	
10.8831	811802	-13846.1	2.06837e+06	
10.9119	1.02011e+06	-12484.6	1.99488e+06	
10.9408	1.22518e+06	-11041.9	1.91309e+06	
10.9697	1.42607e+06	-9504.87	1.82366e+06	
10.9985	1.62183e+06	-7850.37	1.72723e+06	
11.0274	1.81152e+06	-6088.19	1.6245e+06	
